Experiment,Subject,trueUseWeightGrp_icpt,trueWeightVar_icpt,trueUseWeightGrp_lowmem,trueWeightVar_lowmem,trueUseWeightGrp_highmem,trueWeightVar_highmem,trueRandomResponseGrp,trueRandomScale,trueUseWeightSubj_icpt,trueUseWeightSubj_lowmem,trueUseWeightSubj_highmem,trueRandomResponseSubj,TrialOrder,ItemID,CleanTrialName,TrialType,CogLoad,NormCorrectBeamResponse,WeightSide,ModLeft,ModBal,ModRight,NormBeamResponse
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,11,55,Testing_CD_14,CD,0,L,R,0.8300000000000011,0.07,0.1,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,12,34,Testing_CB_39,CB,0,B,L,0.44,0.31,0.25,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,13,108,Testing_CW_19,CW,1,L,L,0.56,0.28,0.16,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,14,52,Testing_CD_11,CD,1,L,R,0.61,0.23,0.16,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,15,40,Testing_CB_44,CB,1,B,L,0.38,0.25,0.37,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,16,113,Testing_CW_23,CW,2,L,L,0.52,0.24,0.24,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,17,64,Testing_CD_22,CD,2,L,R,0.56,0.23,0.21,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,18,46,Testing_CB_7,CB,2,B,L,0.37,0.29,0.34,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,19,116,Testing_CW_26,CW,0,L,L,0.47,0.32,0.21,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,20,87,Testing_CD_43,CD,0,L,R,0.5,0.19,0.31,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,21,20,Testing_CB_26,CB,0,B,L,0.35,0.22,0.43,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,22,133,Testing_CW_41,CW,1,L,L,0.54,0.22,0.24,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,23,84,Testing_CD_40,CD,1,L,R,0.48,0.25,0.27,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,24,41,Testing_CB_45,CB,1,B,L,0.35,0.22,0.43,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,25,107,Testing_CW_18,CW,2,L,L,0.910000000000001,0.06,0.03,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,26,69,Testing_CD_27,CD,2,L,R,0.64,0.23,0.13,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,27,33,Testing_CB_38,CB,2,B,L,0.37,0.28,0.35,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,28,139,Testing_CW_47,CW,0,L,L,0.63,0.22,0.15,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,29,83,Testing_CD_4,CD,0,L,R,0.48,0.21,0.31,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,30,24,Testing_CB_3,CB,0,B,L,0.4,0.23,0.37,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,31,132,Testing_CW_40,CW,1,L,L,0.72,0.21,0.07,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,32,80,Testing_CD_37,CD,1,L,R,0.66,0.21,0.13,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,33,18,Testing_CB_24,CB,1,B,L,0.29,0.33,0.38,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,34,105,Testing_CW_16,CW,2,L,L,0.57,0.25,0.18,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,35,57,Testing_CD_16,CD,2,L,R,0.49,0.28,0.23,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,36,3,Testing_CB_10,CB,2,B,L,0.37,0.3,0.33,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,37,117,Testing_CW_27,CW,0,L,L,0.52,0.21,0.27,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,38,56,Testing_CD_15,CD,0,L,R,0.54,0.22,0.24,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,39,9,Testing_CB_16,CB,0,B,L,0.37,0.3,0.33,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,40,106,Testing_CW_17,CW,1,L,L,0.59,0.26,0.15,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,41,58,Testing_CD_17,CD,1,L,R,0.53,0.27,0.2,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,42,23,Testing_CB_29,CB,1,B,L,0.32,0.34,0.34,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,43,122,Testing_CW_31,CW,2,L,L,0.6,0.2,0.2,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,44,61,Testing_CD_2,CD,2,L,R,0.5,0.26,0.24,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,45,47,Testing_CB_8,CB,2,B,L,0.3,0.29,0.41,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,46,128,Testing_CW_37,CW,0,L,L,0.43,0.29,0.28,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,47,90,Testing_CD_46,CD,0,L,R,0.39,0.25,0.36,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,48,14,Testing_CB_20,CB,0,B,L,0.37,0.23,0.4,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,49,127,Testing_CW_36,CW,1,L,L,0.48,0.23,0.29,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,50,63,Testing_CD_21,CD,1,L,R,0.54,0.19,0.27,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,51,28,Testing_CB_33,CB,1,B,L,0.29,0.23,0.48,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,52,137,Testing_CW_45,CW,2,L,L,0.64,0.17,0.19,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,53,77,Testing_CD_34,CD,2,L,R,0.66,0.2,0.14,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,54,1,Testing_CB_0,CB,2,B,L,0.33,0.29,0.38,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,55,109,Testing_CW_2,CW,0,L,L,0.58,0.23,0.19,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,56,82,Testing_CD_39,CD,0,L,R,0.6,0.23,0.17,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,57,38,Testing_CB_42,CB,0,B,L,0.44,0.23,0.33,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,58,125,Testing_CW_34,CW,1,L,L,0.8300000000000011,0.1,0.07,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,59,86,Testing_CD_42,CD,1,L,R,0.46,0.28,0.26,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,60,25,Testing_CB_30,CB,1,B,L,0.36,0.28,0.36,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,61,115,Testing_CW_25,CW,2,L,L,0.56,0.27,0.17,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,62,54,Testing_CD_13,CD,2,L,R,0.74,0.14,0.12,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,63,13,Testing_CB_2,CB,2,B,L,0.28,0.36,0.36,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,64,144,Testing_CW_9,CW,0,L,L,0.69,0.21,0.1,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,65,78,Testing_CD_35,CD,0,L,R,0.51,0.28,0.21,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,66,19,Testing_CB_25,CB,0,B,L,0.43,0.24,0.33,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,67,111,Testing_CW_21,CW,1,L,L,0.67,0.19,0.14,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,68,72,Testing_CD_3,CD,1,L,R,0.8,0.15,0.05,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,69,5,Testing_CB_12,CB,1,B,L,0.37,0.28,0.35,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,70,143,Testing_CW_8,CW,2,L,L,0.54,0.27,0.19,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,71,73,Testing_CD_30,CD,2,L,R,0.45,0.3,0.25,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,72,35,Testing_CB_4,CB,2,B,L,0.34,0.28,0.38,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,73,138,Testing_CW_46,CW,0,L,L,0.8,0.13,0.07,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,74,62,Testing_CD_20,CD,0,L,R,0.6,0.19,0.21,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,75,27,Testing_CB_32,CB,0,B,L,0.38,0.25,0.37,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,76,119,Testing_CW_29,CW,1,L,L,0.77,0.18,0.05,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,77,67,Testing_CD_25,CD,1,L,R,0.55,0.21,0.24,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,78,42,Testing_CB_46,CB,1,B,L,0.35,0.28,0.37,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,79,103,Testing_CW_14,CW,2,L,L,0.67,0.23,0.1,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,80,95,Testing_CD_8,CD,2,L,R,0.5,0.25,0.25,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,81,22,Testing_CB_28,CB,2,B,L,0.34,0.3,0.36,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,82,118,Testing_CW_28,CW,0,L,L,0.920000000000001,0.08,0.0,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,83,96,Testing_CD_9,CD,0,L,R,0.57,0.24,0.19,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,84,16,Testing_CB_22,CB,0,B,L,0.42,0.29,0.29,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,85,134,Testing_CW_42,CW,1,L,L,0.48,0.27,0.25,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,86,51,Testing_CD_10,CD,1,L,R,0.59,0.23,0.18,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,87,37,Testing_CB_41,CB,1,B,L,0.35,0.27,0.38,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,88,112,Testing_CW_22,CW,2,L,L,0.55,0.24,0.21,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,89,88,Testing_CD_44,CD,2,L,R,0.38,0.22,0.4,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,90,48,Testing_CB_9,CB,2,B,L,0.4,0.27,0.33,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,91,123,Testing_CW_32,CW,0,L,L,0.51,0.26,0.23,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,92,49,Testing_CD_0,CD,0,L,R,0.43,0.29,0.28,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,93,15,Testing_CB_21,CB,0,B,L,0.31,0.27,0.42,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,94,141,Testing_CW_6,CW,1,L,L,0.8300000000000011,0.14,0.03,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,95,59,Testing_CD_18,CD,1,L,R,0.47,0.3,0.23,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,96,2,Testing_CB_1,CB,1,B,L,0.44,0.25,0.31,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,97,124,Testing_CW_33,CW,2,L,L,0.57,0.27,0.16,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,98,71,Testing_CD_29,CD,2,L,R,0.44,0.33,0.23,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,99,10,Testing_CB_17,CB,2,B,L,0.39,0.26,0.35,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,100,129,Testing_CW_38,CW,0,L,L,0.880000000000001,0.09,0.03,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,101,92,Testing_CD_5,CD,0,L,R,0.73,0.17,0.1,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,102,44,Testing_CB_5,CB,0,B,L,0.25,0.28,0.47,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,103,101,Testing_CW_12,CW,1,L,L,0.47,0.3,0.23,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,104,85,Testing_CD_41,CD,1,L,R,0.67,0.2,0.13,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,105,43,Testing_CB_47,CB,1,B,L,0.35,0.24,0.41,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,106,120,Testing_CW_3,CW,2,L,L,0.47,0.3,0.23,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,107,94,Testing_CD_7,CD,2,L,R,0.5,0.31,0.19,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,108,31,Testing_CB_36,CB,2,B,L,0.36,0.26,0.38,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,109,110,Testing_CW_20,CW,0,L,L,0.57,0.23,0.2,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,110,68,Testing_CD_26,CD,0,L,R,0.56,0.22,0.22,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,111,39,Testing_CB_43,CB,0,B,L,0.4,0.28,0.32,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,112,135,Testing_CW_43,CW,1,L,L,0.76,0.2,0.04,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,113,89,Testing_CD_45,CD,1,L,R,0.77,0.13,0.1,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,114,6,Testing_CB_13,CB,1,B,L,0.37,0.31,0.32,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,115,104,Testing_CW_15,CW,2,L,L,0.52,0.22,0.26,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,116,81,Testing_CD_38,CD,2,L,R,0.5,0.25,0.25,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,117,7,Testing_CB_14,CB,2,B,L,0.36,0.29,0.35,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,118,99,Testing_CW_10,CW,0,L,L,0.55,0.27,0.18,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,119,53,Testing_CD_12,CD,0,L,R,0.47,0.25,0.28,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,120,32,Testing_CB_37,CB,0,B,L,0.43,0.2,0.37,B
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,121,126,Testing_CW_35,CW,1,L,L,0.57,0.21,0.22,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,122,60,Testing_CD_19,CD,1,L,R,0.48,0.27,0.25,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,123,21,Testing_CB_27,CB,1,B,L,0.36,0.27,0.37,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,124,130,Testing_CW_39,CW,2,L,L,0.69,0.23,0.08,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,125,91,Testing_CD_47,CD,2,L,R,0.55,0.29,0.16,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,126,36,Testing_CB_40,CB,2,B,L,0.31,0.31,0.38,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,127,102,Testing_CW_13,CW,0,L,L,0.8200000000000011,0.14,0.04,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,128,79,Testing_CD_36,CD,0,L,R,0.45,0.24,0.31,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,129,11,Testing_CB_18,CB,0,B,L,0.41,0.21,0.38,L
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,130,114,Testing_CW_24,CW,1,L,L,0.4,0.31,0.29,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,131,50,Testing_CD_1,CD,1,L,R,0.47,0.29,0.24,R
none,1,1.1,3.5,0,1.75,0,2.6,0.16,3.1,8.329523824736913,1.87264446143556,0.9646834827593581,0.29282093821366134,132,45,Testing_CB_6,CB,1,B,L,0.38,0.24,0.38,L
